Booth Number	Latitude	Longitude	Search	Settlement Number	Source
3	32.9918373	35.6894766	איה קצרין	4100	Quant
4	32.9918373	35.6894766	איה קצרין	4100	Quant
5	32.9961162	35.6841681	רמות גלעד קצרין	4100	Quant
6	32.9921456	35.6884534	אשחר 3 קצרין	4100	Quant
7	32.9918373	35.6894766	איה קצרין	4100	Quant
8	32.9961162	35.6841681	רמות גלעד קצרין	4100	Quant
9	32.9961162	35.6841681	רמות גלעד קצרין	4100	Quant
10	32.9961162	35.6841681	רמות גלעד קצרין	4100	Quant
1	33.132583	35.77707100000001	מרום גולן	4101	Quant
1	33.2690961	35.772122	מג'דל שמס	4201	Quant
2	33.2690961	35.772122	מג'דל שמס	4201	Quant
1	32.736701	35.655207	מבוא חמה	4204	Quant
1	32.779428	35.702994	אפיק	4301	Quant
1	33.26202	35.740574	"נווה אטי""ב"	4303	Quant
1	32.832852	35.783574	נוב	4304	Quant
1	33.272607	35.623637	ע'ג'ר	4501	Quant
2	33.272607	35.623637	ע'ג'ר	4501	Quant
3	33.272607	35.623637	ע'ג'ר	4501	Quant
1	33.09645	35.796313	עין זיוון	4503	Quant
1	32.7866691	35.6934508	נאות גולן	4551	Quant
1	32.84406600000001	35.80658	רמת מגשימים	4701	Quant
1	32.850365	35.665245	רמות	4702	Quant
1	32.1232698	34.8379882	עשהאל 3 תל אביב - יפו	5000	Quant
2	32.1250729	34.8323813	אבנר 1, תל אביב - יפו	5000	Google
3	32.1232698	34.8379882	עשהאל 3 תל אביב - יפו	5000	Quant
4	32.117255	34.8418849	בית אל 45 תל אביב - יפו	5000	Quant
6	32.1197429	34.8415148	רמה 5 תל אביב - יפו	5000	Quant
8	32.1133294	34.8368227	עולי הגרדום 50 תל אביב - יפו	5000	Quant
9	32.1133294	34.8368227	עולי הגרדום 50 תל אביב - יפו	5000	Quant
10	32.1072345	34.8318673	הגולן 34 תל אביב - יפו	5000	Quant
11	32.11282449999999	34.8289485	אבן ספיר 8 תל אביב - יפו	5000	Quant
12	32.115763	34.837446	"ק""ם 65 תל אביב - יפו"	5000	Quant
13	32.117255	34.8418849	בית אל 45 תל אביב - יפו	5000	Quant
14	32.1160328	34.838969	דבורה הנביאה 85 תל אביב - יפו	5000	Quant
15	32.1160328	34.838969	דבורה הנביאה 85 תל אביב - יפו	5000	Quant
16	32.1197429	34.8415148	רמה 5 תל אביב - יפו	5000	Quant
17	32.1197429	34.8415148	רמה 5 תל אביב - יפו	5000	Quant
18	32.1279798	34.8325482	וילנסקי משה 24 תל אביב - יפו	5000	Quant
19	32.1244761	34.8324383	אבנר 1 תל אביב - יפו	5000	Quant
20	32.1197429	34.8415148	רמה 5 תל אביב - יפו	5000	Quant
21	32.117255	34.8418849	בית אל 45 תל אביב - יפו	5000	Quant
22	32.1229877	34.8379584	עשהאל 3, תל אביב - יפו	5000	Google
25	32.11282449999999	34.8289485	אבן ספיר 8 תל אביב - יפו	5000	Quant
26	32.11282449999999	34.8289485	אבן ספיר 8 תל אביב - יפו	5000	Quant
27	32.11282449999999	34.8289485	אבן ספיר 8 תל אביב - יפו	5000	Quant
28	32.11282449999999	34.8289485	אבן ספיר 8 תל אביב - יפו	5000	Quant
29	32.1079264	34.8219634	קיציס יוסף 23 תל אביב - יפו	5000	Quant
30	32.1079264	34.8219634	קיציס יוסף 23 תל אביב - יפו	5000	Quant
31	32.1158121	34.8192756	קהילת קיוב 15 תל אביב - יפו	5000	Quant
32	32.1122474	34.8203527	קהילת ורשה 30 תל אביב - יפו	5000	Quant
33	32.1122474	34.8203527	קהילת ורשה 30 תל אביב - יפו	5000	Quant
34	32.1122474	34.8203527	קהילת ורשה 30 תל אביב - יפו	5000	Quant
35	32.1122474	34.8203527	קהילת ורשה 30 תל אביב - יפו	5000	Quant
36	32.1079264	34.8219634	קיציס יוסף 23 תל אביב - יפו	5000	Quant
37	32.1135245	34.8149294	קדש ברנע 4 תל אביב - יפו	5000	Quant
38	32.1135245	34.8149294	קדש ברנע 4 תל אביב - יפו	5000	Quant
39	32.117761	34.8136516	מגדל שרשן 71, תל אביב - יפו	5000	Google
40	32.1229832	34.8166617	בקר אהרון 10 תל אביב - יפו	5000	Quant
41	32.1135245	34.8149294	קדש ברנע 4 תל אביב - יפו	5000	Quant
42	32.117761	34.8136516	מגדל שרשן 71, תל אביב - יפו	5000	Google
43	32.117761	34.8136516	מגדל שרשן 71, תל אביב - יפו	5000	Google
44	32.1158121	34.8192756	קהילת קיוב 15 תל אביב - יפו	5000	Quant
45	32.1158121	34.8192756	קהילת קיוב 15 תל אביב - יפו	5000	Quant
46	32.1079264	34.8219634	קיציס יוסף 23 תל אביב - יפו	5000	Quant
47	32.117651	34.81304799999999	מגדל שרשן 17 תל אביב - יפו	5000	Quant
50	32.1014988	34.7863037	קובנר אבא 16 תל אביב - יפו	5000	Quant
51	32.1083292	34.789916	בורלא יהודה 25, תל אביב - יפו	5000	Google
52	32.1083292	34.789916	בורלא יהודה 25, תל אביב - יפו	5000	Google
53	32.1175896	34.79061069999999	אשכול לוי 94 תל אביב - יפו	5000	Quant
54	32.1083292	34.789916	בורלא יהודה 25, תל אביב - יפו	5000	Google
55	32.1083292	34.789916	בורלא יהודה 25, תל אביב - יפו	5000	Google
56	32.1313935	34.7943895	פרסיץ שושנה 1 תל אביב - יפו	5000	Quant
57	32.1081674	34.7905755	בורלא יהודה 25 תל אביב - יפו	5000	Quant
59	32.1269371	34.803983	דרזנר יחיאל 2 תל אביב - יפו	5000	Quant
60	32.1079913	34.7939919	רדינג 35 תל אביב - יפו	5000	Quant
61	32.1274309	34.8017502	פיינשטיין 38, תל אביב - יפו	5000	Google
62	32.1190878	34.7980259	לויטן יצחק 7 תל אביב - יפו	5000	Quant
63	32.1274309	34.8017502	פיינשטיין 38, תל אביב - יפו	5000	Google
64	32.108455	34.8010905	לבנון חיים 37, תל אביב - יפו	5000	Google
65	32.1060652	34.7988118	גרונימן 11 תל אביב - יפו	5000	Quant
67	32.1065258	34.7944583	רדינג 26 תל אביב - יפו	5000	Quant
69	32.1079913	34.7939919	רדינג 35 תל אביב - יפו	5000	Quant
70	32.1104125	34.7948565	ברש אשר 2 תל אביב - יפו	5000	Quant
71	32.1065258	34.7944583	רדינג 26 תל אביב - יפו	5000	Quant
72	32.1060652	34.7988118	גרונימן 11 תל אביב - יפו	5000	Quant
73	32.1125202	34.7984916	ברודצקי 68 תל אביב - יפו	5000	Quant
74	32.1104125	34.7948565	ברש אשר 2 תל אביב - יפו	5000	Quant
75	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
76	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
77	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
78	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
79	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
80	32.1201858	34.7970782	צ'רטוק שמשון 6, תל אביב - יפו	5000	Google
81	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
82	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
83	32.1153771	34.7949868	יהודה הנשיא 6 תל אביב - יפו	5000	Quant
84	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
85	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
86	32.1280154	34.802169	פיינשטיין 83, תל אביב - יפו	5000	Google
87	32.1274309	34.8017502	פיינשטיין 38, תל אביב - יפו	5000	Google
88	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
89	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
90	32.1143982	34.7972203	אנדרסן 22 תל אביב - יפו	5000	Quant
91	32.1153771	34.7949868	יהודה הנשיא 6 תל אביב - יפו	5000	Quant
92	32.1153771	34.7949868	יהודה הנשיא 6 תל אביב - יפו	5000	Quant
93	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
94	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
95	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
96	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
97	32.1274309	34.8017502	פיינשטיין 38, תל אביב - יפו	5000	Google
98	32.1277611	34.801598	פיינשטיין 83 תל אביב - יפו	5000	Quant
99	32.118766	34.7970012	לויטן יצחק 7, תל אביב - יפו	5000	Google
100	32.132446	34.7957795	פרסיץ שושנה 3 תל אביב - יפו	5000	Quant
101	32.1274309	34.8017502	פיינשטיין 38, תל אביב - יפו	5000	Google
111	32.1090856	34.7941421	פיכמן 4 תל אביב - יפו	5000	Quant
120	32.0918214	34.7730568	הירקון 248 תל אביב - יפו	5000	Quant
121	32.0956004	34.7751955	בן יהודה 227 תל אביב - יפו	5000	Quant
122	32.0947127	34.7813844	שמעון התרסי 31 תל אביב - יפו	5000	Quant
123	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
124	32.0956004	34.7751955	בן יהודה 227 תל אביב - יפו	5000	Quant
125	32.0956004	34.7751955	בן יהודה 227 תל אביב - יפו	5000	Quant
126	32.091877	34.7735183	הירקון 248, תל אביב - יפו	5000	Google
127	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
128	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
129	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
130	32.0915039	34.7769252	מנדלשטם 12 תל אביב - יפו	5000	Quant
132	32.0915039	34.7769252	מנדלשטם 12 תל אביב - יפו	5000	Quant
134	32.0901136	34.7815103	הר נבו 19 תל אביב - יפו	5000	Quant
137	32.0925517	34.7847266	אנטיגונוס 6 תל אביב - יפו	5000	Quant
139	32.0923606	34.7793972	שד נורדאו 63 תל אביב - יפו	5000	Quant
140	32.0924812	34.7791798	שד נורדאו 63, תל אביב - יפו	5000	Google
142	32.0949184	34.7880281	שטריקר 91, תל אביב - יפו	5000	Google
143	32.0924812	34.7791798	שד נורדאו 63, תל אביב - יפו	5000	Google
144	32.0924812	34.7791798	שד נורדאו 63, תל אביב - יפו	5000	Google
146	32.0947127	34.7813844	שמעון התרסי 31 תל אביב - יפו	5000	Quant
147	32.0947127	34.7813844	שמעון התרסי 31 תל אביב - יפו	5000	Quant
148	32.0947127	34.7813844	שמעון התרסי 31 תל אביב - יפו	5000	Quant
149	32.0887752	34.7815891	הר נבו 4 תל אביב - יפו	5000	Quant
151	32.0933352	34.78785939999999	שטריקר 19, תל אביב - יפו	5000	Google
152	32.0901136	34.7815103	הר נבו 19 תל אביב - יפו	5000	Quant
154	32.0947127	34.7813844	שמעון התרסי 31 תל אביב - יפו	5000	Quant
161	32.0957332	34.78869510000001	בני דן 40 תל אביב - יפו	5000	Quant
167	32.0949184	34.7880281	שטריקר 91, תל אביב - יפו	5000	Google
168	32.0953036	34.7888313	שלומציון המלכה 65, תל אביב - יפו	5000	Google
170	32.0957332	34.78869510000001	בני דן 40 תל אביב - יפו	5000	Quant
171	32.0953036	34.7888313	שלומציון המלכה 65, תל אביב - יפו	5000	Google
173	32.0933352	34.78785939999999	שטריקר 19, תל אביב - יפו	5000	Google
175	32.0933352	34.78785939999999	שטריקר 19, תל אביב - יפו	5000	Google
176	32.0933352	34.78785939999999	שטריקר 19, תל אביב - יפו	5000	Google
178	32.0949184	34.7880281	שטריקר 91, תל אביב - יפו	5000	Google
179	32.092991	34.7909242	ויצמן 74 תל אביב - יפו	5000	Quant
180	32.0956024	34.7922008	ועידת קטוביץ 47 תל אביב - יפו	5000	Quant
181	32.0956024	34.7922008	ועידת קטוביץ 47 תל אביב - יפו	5000	Quant
182	32.0956024	34.7922008	ועידת קטוביץ 47 תל אביב - יפו	5000	Quant
183	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
184	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
186	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
187	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
188	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
189	32.0857138	34.8413192	הרב טולידנו 6 תל אביב - יפו	5000	Quant
190	32.0857138	34.8413192	הרב טולידנו 6 תל אביב - יפו	5000	Quant
191	32.092991	34.7909242	ויצמן 74 תל אביב - יפו	5000	Quant
192	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
196	32.0956353	34.7964199	אונקלוס 8 תל אביב - יפו	5000	Quant
201	32.0897709	34.7949494	דרך נמיר מרדכי 81 תל אביב - יפו	5000	Quant
202	32.089432	34.794031	אהבת ציון 17 תל אביב - יפו	5000	Quant
203	32.0897734	34.7881338	כהנשטם 16 תל אביב - יפו	5000	Quant
204	32.0887581	34.7939096	אהבת ציון 22 תל אביב - יפו	5000	Quant
205	32.0887581	34.7939096	אהבת ציון 22 תל אביב - יפו	5000	Quant
206	32.0897734	34.7881338	כהנשטם 16 תל אביב - יפו	5000	Quant
207	32.0897734	34.7881338	כהנשטם 16 תל אביב - יפו	5000	Quant
208	32.0884088	34.78536709999999	ילין דוד 13 תל אביב - יפו	5000	Quant
209	32.0884088	34.78536709999999	ילין דוד 13 תל אביב - יפו	5000	Quant
210	32.0872589	34.7859546	ז'בוטינסקי 106 תל אביב - יפו	5000	Quant
211	32.0884088	34.78536709999999	ילין דוד 13 תל אביב - יפו	5000	Quant
212	32.0855689	34.787031	חדרה 2 תל אביב - יפו	5000	Quant
213	32.0853424	34.7875096	"תש""ח 7, תל אביב - יפו"	5000	Google
214	32.0853424	34.7875096	"תש""ח 7, תל אביב - יפו"	5000	Google
215	32.0853424	34.7875096	"תש""ח 7, תל אביב - יפו"	5000	Google
216	32.0897709	34.7949494	דרך נמיר מרדכי 81 תל אביב - יפו	5000	Quant
217	32.0897709	34.7949494	דרך נמיר מרדכי 81 תל אביב - יפו	5000	Quant
218	32.0855761	34.7871329	חדרה 2, תל אביב - יפו	5000	Google
220	32.0897734	34.7881338	כהנשטם 16 תל אביב - יפו	5000	Quant
236	32.0790051	34.785776	צייטלין 24 תל אביב - יפו	5000	Quant
238	32.0796241	34.7920204	סולד הנרייטה 6, תל אביב - יפו	5000	Google
239	32.0796241	34.7920204	סולד הנרייטה 6, תל אביב - יפו	5000	Google
240	32.0788379	34.7864444	צייטלין 42, תל אביב - יפו	5000	Google
241	32.0712888	34.7840477	שפרינצק 4, תל אביב - יפו	5000	Google
242	32.07919	34.7854195	צייטלין 22 תל אביב - יפו	5000	Quant
243	32.0788379	34.7864444	צייטלין 42, תל אביב - יפו	5000	Google
246	32.0807264	34.7849219	מודיליאני 19 תל אביב - יפו	5000	Quant
247	32.0807264	34.7849219	מודיליאני 19 תל אביב - יפו	5000	Quant
248	32.0807264	34.7849219	מודיליאני 19 תל אביב - יפו	5000	Quant
249	32.0788379	34.7864444	צייטלין 42, תל אביב - יפו	5000	Google
250	32.0807264	34.7849219	מודיליאני 19 תל אביב - יפו	5000	Quant
252	32.0840821	34.7827531	אנטקולסקי 4, תל אביב - יפו	5000	Google
253	32.0840821	34.7827531	אנטקולסקי 4, תל אביב - יפו	5000	Google
255	32.083911	34.7828741	ליליאן 11, תל אביב - יפו	5000	Google
256	32.0807264	34.7849219	מודיליאני 19 תל אביב - יפו	5000	Quant
277	32.0843085	34.7826896	אנטוקולסקי 4 תל אביב - יפו	5000	Quant
279	32.0840821	34.7827531	אנטקולסקי 4, תל אביב - יפו	5000	Google
280	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
281	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
283	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
284	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
285	32.0872589	34.7859546	ז'בוטינסקי 106 תל אביב - יפו	5000	Quant
286	32.0872589	34.7859546	ז'בוטינסקי 106 תל אביב - יפו	5000	Quant
287	32.0872589	34.7859546	ז'בוטינסקי 106 תל אביב - יפו	5000	Quant
289	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
291	32.0863259	34.7751001	דיזנגוף 200 תל אביב - יפו	5000	Quant
292	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
293	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
295	32.0862217	34.7749484	דיזנגוף 200, תל אביב - יפו	5000	Google
296	32.0815255	34.7684041	הירקון 842, תל אביב - יפו	5000	Google
297	32.091877	34.7735183	הירקון 248, תל אביב - יפו	5000	Google
298	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
300	32.0916013	34.7743466	בן יהודה 193 תל אביב - יפו	5000	Quant
302	32.0856798	34.772128	לסל 7 תל אביב - יפו	5000	Quant
303	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
323	32.0815255	34.7684041	הירקון 842, תל אביב - יפו	5000	Google
325	32.0856798	34.772128	לסל 7 תל אביב - יפו	5000	Quant
326	32.0856798	34.772128	לסל 7 תל אביב - יפו	5000	Quant
327	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
328	32.0862217	34.7749484	דיזנגוף 200, תל אביב - יפו	5000	Google
330	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
333	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
335	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
336	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
337	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
338	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
339	32.080713	34.7725026	הוז דב 16 תל אביב - יפו	5000	Quant
340	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
341	32.0792175	34.771725	מנדלי מוכר ספרים 19, תל אביב - יפו	5000	Google
343	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
344	32.0797637	34.7711196	פרישמן 24 תל אביב - יפו	5000	Quant
365	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
367	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
369	32.0850615	34.7766382	"אד""ם הכהן 5 תל אביב - יפו"	5000	Quant
370	32.0821737	34.7804769	אבן גבירול 71 תל אביב - יפו	5000	Quant
371	32.0821737	34.7804769	אבן גבירול 71 תל אביב - יפו	5000	Quant
372	32.07919	34.7854195	צייטלין 22 תל אביב - יפו	5000	Quant
373	32.0821737	34.7804769	אבן גבירול 71 תל אביב - יפו	5000	Quant
376	32.0792175	34.771725	מנדלי מוכר ספרים 19, תל אביב - יפו	5000	Google
